lname,state,city,pincode,key
Basirhat_MaitrDPP_D (West Bengal),WB,Basirhat,743401,basirhat
BhwniMndi_RmngrDPP_D (Rajasthan),RJ,Bhawani Mandi,326513,bhawani mandi
Gurdaspur_Civillines_D (Punjab),PB,Gurdaspur,143521,gurdaspur
Una_StColony_D (Gujarat),GJ,UNA,362560,una
Dantewada_Kirandul_D (Chhattisgarh),CG,Dantewada,494556,dantewada
Ranchi_HinooChowk_D (Jharkhand),JH,Ranchi,834004,ranchi
Naugachia_Mahaddipur_DPP (Bihar),BR,Naugachia,851215,naugachia
Contai_Bankaberya_D (West Bengal),WB,Contai,721430,contai
Sidhauli_Rmdna_D (Uttar Pradesh),UP,Sidhauli,261303,sidhauli
Vadodara_Tandalja_C (Gujarat),GJ,Vadodara,390007,vadodara
Sikriganj_Sikaridihkhurd_D (Uttar Pradesh),UP,Sikriganj,273406,sikriganj
Nakashipara_MaxDPP_D (West Bengal),WB,Nakashipara,741154,nakashipara
Madurai_Ezhilnagar_D (Tamil Nadu),TN,Madurai,625017,madurai
Shikohabad_COOffice_D (Uttar Pradesh),UP,Shikohabad,215126,shikohabad
Badlapur_Sarokhanpur_D (Uttar Pradesh),UP,Badlapur,222126,badlapur
Cochin_Thoppumpdy_D (Kerala),KL,Cochin,682029,cochin
Cochin_Thoppumpdy_D (Kerala),KL,Cochin,682010,cochin
Bhuj_Madhapar_D (Gujarat),GJ,Bhuj,370040,bhuj
Gunupur_GnprMkt_DPP (Orissa),OR,Gunupur,765022,gunupur
Chavassery_Kelanpeedika_D (Kerala),KL,Chavassery,670704,chavassery
Bobbili_GollaStreet_D (Andhra Pradesh),AP,Bobbili,535573,bobbili
BD_Moulvibazar_Borkapon_D (Sylhet),SH,Moulvibazar,3235,moulvibazar
Thirthahalli_Kuruvalli_DPP (Karnataka),KA,Thirthahalli,577125,thirthahalli
Bardoli_GopalNagar_D (Gujarat),GJ,Bardoli,394246,bardoli
Delhi_MayapuriPhase1_R (Delhi),DL,Delhi,110026,delhi
Eral_Nazareth_D (Tamil Nadu),TN,Eral,628801,eral
Shimla_Bhattakufer_D (Himachal Pradesh),HP,Shimla,171006,shimla
Chandigarh_Raiprkln_C (Chandigarh),PB,Zirakpur,140105,zirakpur
Mahwa_Allapur_D (Rajasthan),RJ,Mahwa,303509,mahwa
Bhiloda_NirSagarPlaza_D (Gujarat),GJ,Bhiloda,383460,bhiloda
Udumalaipettai_Gangthrn_D (Tamil Nadu),TN,Udumalaipettai,642112,udumalaipettai
Jodhpur_BasniPhase2_P (Rajasthan),RJ,Jodhpur,342005,jodhpur
Deoband_Shivpuricolony_D (Uttar Pradesh),UP,Deoband,247551,deoband
Imphal_Takyel_D (Manipur),MN,Imphal,795140,imphal
Vadodara_Tandalja_C (Gujarat),GJ,Vadodara,391347,vadodara
Kodungallur_Methala_D (Kerala),KL,Kodungallur,680123,kodungallur
Parkal_SrinivasaColony_D (Telangana),TS,Parkal,506164,parkal
BD_Dhaka_Banani_P (Dhaka-BD),DK,Dhaka-BD,100018,dhaka-bd
Amreli_Rajula_DC (Gujarat),GJ,Rajula,365540,rajula
Itarsi_AwnNgr_D (Madhya Pradesh),MP,Itarsi,461114,itarsi
Vadodara_Tandalja_C (Gujarat),GJ,Vadodara,388515,vadodara
Khatra_KoralDPP_D (West Bengal),WB,Khatra,722121,khatra
Gudalur_1stMile_D (Tamil Nadu),TN,Gudalur,643207,gudalur
Kaliabor_Hatiakhowa_DPP (Assam),AS,Kaliabor,782138,kaliabor
Salem_Mottur_D (Tamil Nadu),TN,Salem,636308,salem
Rajgarh_Taranagar_D (Rajasthan),RJ,Rajgarh,331303,rajgarh
Mahad_ShivajiNagar_D (Maharashtra),MH,Mahad,402302,mahad
Mahabubnagar_Zouqinagar_D (Telangana),TS,Mahabubnagar,509302,mahabubnagar
Pathankot_Lamini_D (Punjab),PB,Pathankot,145101,pathankot
Thirthahalli_Kuruvalli_DPP (Karnataka),KA,Thirthahalli,577448,thirthahalli
Palacode_Dandukaranahalli_D (Tamil Nadu),TN,Palacode,636808,palacode
Sankarapuram_Vadasiruvalur_D (Tamil Nadu),TN,Sankarapuram,606402,sankarapuram
Afzalpur_VKGNagar_D (Karnataka),KA,Afzalpur,585217,afzalpur
Raipur_Guma_H (Chhattisgarh),CG,Raipur,492003,raipur
Coimbatore_Vellakinar_C (Tamil Nadu),TN,Coimbatore,641101,coimbatore
Shimoga_Bhadravati_DPP (Karnataka),KA,Shimoga,577321,shimoga
Warangal_Kareemabad_D (Telangana),TS,Warangal,506342,warangal
Pala_Elappunkal_D (Kerala),KL,Pala,686652,pala
Palakkad_Kallekad_D (Kerala),KL,Palakkad,678702,palakkad
Thiruvadanai_CKMangalm_D (Tamil Nadu),TN,Thiruvadanai,623406,thiruvadanai
Vadodara_Tandalja_C (Gujarat),GJ,Vadodara,390002,vadodara
LakhimpurN_Chetia_D (Assam),AS,North Lakhimpur,787001,north lakhimpur
Naugachia_Mahaddipur_DPP (Bihar),BR,Naugachia,851216,naugachia
Savarkundla_Manibhai_DPP (Gujarat),GJ,Savarkundla,364530,savarkundla
Ambegaon_Manchar1_D (Maharashtra),MH,Ambegaon,412408,ambegaon
Kannur_Payyanur_D (Kerala),KL,Kannur,670358,kannur
Bilaspur_Lingiyadih_D (Chhattisgarh),CG,Bilaspur,495009,bilaspur
Khambhat_MotvdDPP_D (Gujarat),GJ,Khambhat,388430,khambhat
Pilibanga_BsstdDPP_D (Rajasthan),RJ,Pilibanga,335801,pilibanga
Uthangarai_Mathurpathi_D (Tamil Nadu),TN,Uthangarai,635123,uthangarai
Kottayam_Perumbaikad_D (Kerala),KL,Kottayam,686560,kottayam
Maharajapuram_Krshnkovil_D (Tamil Nadu),TN,Maharajapuram,626138,maharajapuram
Mumbai_Turbhe_C (Maharashtra),MH,Navi mumbai,400709,navi mumbai
Narsinghpur_Gotegaon_D (Madhya Pradesh),MP,Narsinghpur,483119,narsinghpur
Nandurbar_VimalVihar_D (Maharashtra),MH,Nandurbar,425411,nandurbar
BD_Chattogram_Agrabad_D (Chattogram),CA,Chattogram-BD,4207,chattogram-bd
SadakArjuni_Central_D (Maharashtra),MH,Sadak Arjuni,441702,sadak arjuni
Lucknow_IndiraNgr_D (Uttar Pradesh),UP,Lucknow,226016,lucknow
Paramakudi_River_D (Tamil Nadu),TN,Paramakudi,623701,paramakudi
TarnTaranSahib_BasantAvenue_D (Punjab),PB,Tarn Taran Sahib,143115,tarn taran sahib
Kanth_ModaPatti_DPP (Uttar Pradesh),UP,Kanth,246745,kanth
Bangalore_PrasantiNagar_C (Karnataka),KA,Bangalore,560076,bangalore
Deo_DiwanBigha_D (Bihar),BR,Deo,824218,deo
Mangalore_Pandeshwar_D (Karnataka),KA,Mangalore,575003,mangalore
Jagraon_Grainmkt_D (Punjab),PB,Jagraon,142026,jagraon
Petlawad_Unnai_D (Madhya Pradesh),MP,Petlawad,457772,petlawad
Peralam_Kaduvangudi_D (Tamil Nadu),TN,Peralam,609805,peralam
SultanpurLodhi_Gill_D (Punjab),PB,Sultanpur Lodhi,144626,sultanpur lodhi
Sawantwadi_Khaskilwada_D (Maharashtra),MH,Sawantwadi,416525,sawantwadi
Lalganj_AzadNgrRd_D (Uttar Pradesh),UP,Lalganj,229216,lalganj
Kottayam_Perumbaikad_D (Kerala),KL,Kottayam,686568,kottayam
Bijainagar_VnykaNgr_D (Rajasthan),RJ,Bijainagar,311021,bijainagar
Edappal_Vattamkulam_D (Kerala),KL,Edappal,679554,edappal
Kottayam_Mulakunnath_D (Kerala),KL,Kottayam,686518,kottayam
Markapur_VidyaNgr_D (Andhra Pradesh),AP,Markapur,523332,markapur
Durgapur_Bhiringi_D (West Bengal),WB,Durgapur,713209,durgapur
Baghpat_Barout_D (Uttar Pradesh),UP,Baghpat,250615,baghpat
Khaprakhol_BusStand_DPP (Orissa),OR,Khaprakhol,767028,khaprakhol
Sasaram_Nokha_DPP (Bihar),BR,Sasaram,802217,sasaram
Khutar_Narayanpur_D (Uttar Pradesh),UP,Khutar,242042,khutar
BD_Moulvibazar_Borkapon_D (Sylhet),SH,Moulvibazar,3213,moulvibazar
Viratnagar_Shyamcolony_D (Rajasthan),RJ,Viratnagar,303110,viratnagar
Nashik_Satpurcolony_D (Maharashtra),MH,Nashik,422012,nashik
Koothattukulam_Oliyappuram_D (Kerala),KL,Koothattukulam,686610,koothattukulam
Vijayawada_RTCColony_D (Andhra Pradesh),AP,Vijayawada,520014,vijayawada
Hailakandi_Lala_D (Assam),AS,Hailakandi,788160,hailakandi
Khanna_ModelTown_D (Punjab),PB,Khanna,141414,khanna
Runnisaidpur_PostOffice_DPP (Bihar),BR,Runnisaidpur,843316,runnisaidpur
BD_Bagerhat_Moniganj_D (Khulna),BG ,Bagerhat,9340,bagerhat
Mandapeta_Ravulapalem_DPP (Andhra Pradesh),AP,Mandapeta,533237,mandapeta
Amalapuram_KNFrd_D (Andhra Pradesh),AP,Amalapuram,533213,amalapuram
Sholinghur_ArkonmRD_D (Tamil Nadu),TN,Sholinghur,631301,sholinghur
Chengannur_OtheraRoad_D (Kerala),KL,Chengannur,689541,chengannur
Goa_Malwara_D (Goa),GA,Goa,403402,goa
Malappuram_Kolappuram_D (Kerala),KL,Malappuram,676308,malappuram
Perambalur_MullaiBljNgr_D (Tamil Nadu),TN,Perambalur,621103,perambalur
Chandigarh_Raiprkln_C (Chandigarh),CH,Chandigarh,160037,chandigarh
Kadiri_NagireddyPalli_D (Andhra Pradesh),AP,Kadiri,515556,kadiri
Kashipur_Bazpur_D (Uttarakhand),UK,Kashipur,263401,kashipur
Kaptanganj_Subshngr_D (Uttar Pradesh),UP,Kaptanganj,273301,kaptanganj
Behrampur_Kanmna_D (Orissa),OR,Behrampur,761025,behrampur
Kolhapur_Shiroli_D (Maharashtra),MH,Kolhapur,416122,kolhapur
Rajgarh_Mhrnprtpngr_D (Madhya Pradesh),MP,Rajgarh-MP,465661,rajgarh-mp
Solan_Sheel_D (Himachal Pradesh),HP,Solan,173230,solan
Kotkapura_PremNgr_D (Punjab),PB,Kotkapura,151207,kotkapura
Rishikesh_MalviyaNagar_D (Uttarakhand),UK,Rishikesh,249137,rishikesh
Barodia_Bandri_DPP (Madhya Pradesh),MP,Barodia,470442,barodia
Surat_UdhnaUdhyog_R (Gujarat),GJ,Surat,394230,surat
Bidhuna_BharthnRd_D (Uttar Pradesh),UP,Bidhuna,206252,bidhuna
Kannauj_Tirwaganj_D (Uttar Pradesh),UP,Kannauj,209736,kannauj
Kareli_BastiChoraha_DPP (Madhya Pradesh),MP,Kareli,487225,kareli
Miraj_GuruvarPeth_D (Maharashtra),MH,Miraj,416426,miraj
Saswad_SopanNgr_D (Maharashtra),MH,Saswad,412104,saswad
Sivasagar_Pdinnagar_D (Assam),AS,Sivasagar,785667,sivasagar
Cochin_Kureekad_D (Kerala),KL,Cochin,682305,cochin
Mumbai_Chandivali_R (Maharashtra),MH,Mumbai,400057,mumbai
Lalgopalganj_Anandi_D (Uttar Pradesh),UP,Lal Gopalganj,229411,lal gopalganj
Gurgaon_PalamVihar_R (Haryana),DL,Delhi,110078,delhi
Mumbai_Chandivali_R (Maharashtra),MH,Mumbai,400069,mumbai
Bhadrak_Central_D_2 (Orissa),OR,Bhadrak,756142,bhadrak
Abohar_DaulatPura_D (Punjab),PB,Abohar,152116,abohar
Puri_HariharNagar_D (Orissa),OR,Puri,752001,puri
Allahabad_Teliyarganj_D (Uttar Pradesh),UP,Allahabad,211004,allahabad
JognderNgr_Dhelu_D (Himachal Pradesh),HP,Joginder Nagar,175015,joginder nagar
Jorhat_Rajatiagaon_D (Assam),AS,Jorhat,785006,jorhat
Ranni_Chethakhl_D (Kerala),KL,Ranni,689673,ranni
Kozhikode_Pallikkal_D (Kerala),KL,Kozhikode,673636,kozhikode
BD_Chattogram_Agrabad_D (Chattogram),CA,Chattogram-BD,4212,chattogram-bd
CumbumAP_BhagyaNagar_D (Andhra Pradesh),AP,CumbumAP,523333,cumbumap
Imphal_NorthPointSchool_D (Manipur),MN,Imphal,795115,imphal
Kathua_BOB_D (Jammu & Kashmir),JK,Kathua,184151,kathua
Gurgaon_PalamVihar_R (Haryana),HR,Gurgaon,122098,gurgaon
Imamganj_Bisrampur_D (Bihar),BR,Imamganj,824221,imamganj
Tulsipur_Orajhar_DPP (Uttar Pradesh),UP,Tulsipur,271206,tulsipur
Kazhakkoottam_Rdiosttn_D (Kerala),KL,Kazhakkoottam,695581,kazhakkoottam
Kupari_Raintira_DPP (Orissa),OR,Kupari,756059,kupari
Anjumoorthy_Vdaknchery_D (Kerala),KL,Anjumoorthy,678683,anjumoorthy
Suri_Karidhya_D (West Bengal),WB,Suri,731130,suri
Srikakulam_Ponduru_D (Andhra Pradesh),AP,Srikakulam,532123,srikakulam
Kumbakonam_Perumndi_D (Tamil Nadu),TN,Kumbakonam,612107,kumbakonam
Pala_PonadKaroor_D (Kerala),KL,Pala,686574,pala
Jammu_GangyalCRPF_H (Jammu & Kashmir),JK,Jammu,180010,jammu
Pilani (Rajasthan),RJ,Pilani,331306,pilani
Chandigarh_Raiprkln_C (Chandigarh),PB,Mohali,160038,mohali
Vadakara_Veerancheri_D (Kerala),KL,Vadakara,673541,vadakara
BD_Khulna_SIRoad_D (Khulna),KH,Khulna,9282,khulna
Tamluk_Nandakumar_DPP (West Bengal),WB,Tamluk,721649,tamluk
CCU_Lake Avenue_CP (West Bengal),WB,Kolkata,700022,kolkata
Cuddalore_FriendsNgr_D (Tamil Nadu),TN,Cuddalore,607301,cuddalore
Kangra_Rumbal_DPP (Himachal Pradesh),HP,Kangra,176210,kangra
Sirsa_Odhan_D (Haryana),HR,Sirsa,125201,sirsa
Modinagar_SangamAutoAg_D (Uttar Pradesh),UP,Modinagar,201205,modinagar
Muthukulathur_Selvanygprm_D (Tamil Nadu),TN,Muthukulathur,623704,muthukulathur
Patti_Baheliyapur_D (Uttar Pradesh),UP,Patti-UP,230135,patti-up
Visakhapatnam_Samatanagar_D (Andhra Pradesh),AP,Visakhapatnam,530025,visakhapatnam
Cherpulassery_PryaPlda_D (Kerala),KL,Cherpulassery,679504,cherpulassery
Howrah_Shibpur_C (West Bengal),WB,Bally,711106,bally
BD_Dhaka_Banani_P (Dhaka-BD),DK,Munshiganj,1527,munshiganj
Kotdwara_GovindNagar_D (Uttarakhand),UK,Kotdwara,246149,kotdwara
Madurai_Ganpatinagar_D (Tamil Nadu),TN,Madurai,625702,madurai
Attingal_Central_D_2 (Kerala),KL,Attingal,695305,attingal
Kendujhar_Jamunalia_D (Orissa),OR,Kendujhar,758013,kendujhar
Azamgarh_Kotwa_D (Uttar Pradesh),UP,Azamgarh,276205,azamgarh
Melur_MduraiRD_D (Tamil Nadu),TN,Melur,625122,melur
Hyderabad_Gudimalkapur_C (Telangana),TS,Hyderabad,500091,hyderabad
Kopargaon_Murshatpur_D (Maharashtra),MH,Kopargaon,423605,kopargaon
BD_Dhaka_Banani_P (Dhaka-BD),DK,Dhaka-BD,1362,dhaka-bd
Chikkaballapura_Sidlaghatta_D (Karnataka),KA,Chikkaballapura,563128,chikkaballapura
BD_Dhaka_Banani_P (Dhaka-BD),MS,Sherpur,2041,sherpur
Birpara_Binnaguri_D (West Bengal),WB,Birpara,735207,birpara
Sankaran_Kovil_D (Tamil Nadu),TN,Sankarankovil,627956,sankarankovil
Senapati_OldMarket_D (Manipur),MN,Senapati,795129,senapati
Piro_Bachri_D (Bihar),BR,Piro,802205,piro
Makhdumpur_Nawabganj_D (Bihar),BR,Makhdumpur,804433,makhdumpur
Sivasagar_Pdinnagar_D (Assam),AS,Sivasagar,784151,sivasagar
Vilathikulam_Thoothukudi_DPP (Tamil Nadu),TN,Vilathikulam,628903,vilathikulam
Hyderabad_Gudimalkapur_C (Telangana),TS,Shankarpalle,500075,shankarpalle
Jagannathprasad_Jirabadi_DPP (Orissa),OR,Jagannathprasad,761123,jagannathprasad
Balaghat_Sarekha_D (Madhya Pradesh),MP,Balaghat,481001,balaghat
Kherli_GodamDPP_D (Rajasthan),RJ,Kherli,321605,kherli
Mumbai_Turbhe_C (Maharashtra),MH,Navi mumbai,410219,navi mumbai
Santirbazar_Charakbai_D (Tripura),TR,Santirbazar,799142,santirbazar
Bayana_LalBagh_D (Rajasthan),RJ,Bayana,321410,bayana
Manavadar_Ratanpara_DPP (Gujarat),GJ,Manavadar,362640,manavadar
BD_Sunamganj_Moynar_D (Sylhet),SH,Sunamganj,3060,sunamganj
Ellenabad_UdhamSinghChowk_D (Haryana),HR,Ellenabad,125102,ellenabad
Nongpoh_Phmsyiem_D (Meghalaya),ML,Nongpoh,793102,nongpoh
Sultanpur_Balpur_D (Uttar Pradesh),UP,Sultanpur,228155,sultanpur
BD_Dhaka_Banani_P (Dhaka-BD),DK,Gazipur-BD,1700,gazipur-bd
Shikohabad_COOffice_D (Uttar Pradesh),UP,Shikohabad,283141,shikohabad
Arani_PolurRd_D (Tamil Nadu),TN,Arani,632317,arani
Meham_Ward13_D (Haryana),HR,Meham,124513,meham
Hanur_BandalliRd_DPP (Karnataka),KA,Hanur,571320,hanur
Trichy_LingamNgr_D (Tamil Nadu),TN,Tiruchi,620017,tiruchi
BD_Dhaka_Banani_P (Dhaka-BD),DK,Munshiganj,1556,munshiganj
Amalapuram_KNFrd_D (Andhra Pradesh),AP,Amalapuram,533221,amalapuram
Siddipet_Vemula_D (Telangana),TS,Siddipet,502267,siddipet
Durg_Central_D (Chhattisgarh),CG,Durg,491003,durg
Lumding_Central_DPP_2 (Assam),AS,Lumding,788832,lumding
Ankola_Vandige_D (Karnataka),KA,Ankola,581353,ankola
Konark_Central_DPP_2 (Orissa),OR,Konark,752108,konark
Haveri_Savanur_DPP (Karnataka),KA,Haveri,581118,haveri
BD_Khagrachari_Kbazar_D (Chattogram),CA,Khagrachari,4355,khagrachari
BD_Dhaka_Banani_P (Dhaka-BD),SH,Sylhet,3140,sylhet
Idar_GIDC_D (Gujarat),GJ,Idar,383225,idar
Bhiwandi_BorivaliSonale_R (Maharashtra),MH,Greater Thane,421306,greater thane
Indore_Palda_D (Madhya Pradesh),MP,Indore,452017,indore
Chidambaram_Kalyaninagar_D (Tamil Nadu),TN,Chidambaram,608601,chidambaram
Mahabubabad_SnehaNagar_D (Telangana),TS,Mahabubabad,506112,mahabubabad
Bardoli_GopalNagar_D (Gujarat),GJ,Bardoli,394140,bardoli
Jaijaipur_BaradwarMarg_D (Chhattisgarh),CG,Jaijaipur,495661,jaijaipur
Thalassery_TempleGt_D (Kerala),KL,Thalassery,670110,thalassery
Geyzing_PandayClny_DPP (Sikkim),SK,Geyzing,737111,geyzing
Pune_Dhanori_C (Maharashtra),MH,Pune,411044,pune
Chandrapur_Wandhari_I (Maharashtra),MH,Chandrapur,442507,chandrapur
Baripada_KalikDPP_D (Orissa),OR,Baripada,757014,baripada
Islampure_Shibdangepara_D (West Bengal),WB,Islampure,733210,islampure
Jalna_Yashodipnagar_D (Maharashtra),MH,Jalna,431204,jalna
BD_Dhaka_Banani_P (Dhaka-BD),CA,Laxmipur,3720,laxmipur
Hosadurga_Srirampura_DPP (Karnataka),KA,Hosadurga,577533,hosadurga
Mandvi_Tekro_DPP (Gujarat),GJ,Mandvi (Surat),394440,mandvi (surat)
Cochin_Thoppumpdy_D (Kerala),KL,Cochin,682008,cochin
Sholinghur_ArkonmRD_D (Tamil Nadu),TN,Sholinghur,631304,sholinghur
BD_Khulna_SIRoad_D (Khulna),KH,Khulna,9272,khulna
Manihari_Mahnbndh_D (Bihar),BR,Manihari,854117,manihari
Prantij_Vavdichokdi_DPP (Gujarat),GJ,Prantij,383205,prantij
Bhopal_Karond_D (Madhya Pradesh),MP,Bhopal,462038,bhopal
Vansda_Chikatiya_D (Gujarat),GJ,Vansda,396590,vansda
Khambhat_MotvdDPP_D (Gujarat),GJ,Khambhat,388640,khambhat
Banjar_GovCollege_DPP (Himachal Pradesh),HP,Banjar,175106,banjar
Rajgurunagar_Chandoli_DPP (Maharashtra),MH,Rajgurunagar,412403,rajgurunagar
Waraseoni_Lalbarra_D (Madhya Pradesh),MP,Waraseoni,481335,waraseoni
Merta_Riyanbari_DPP (Rajasthan),RJ,Merta,341513,merta
Betul_Bheemnagar_D (Madhya Pradesh),MP,Betul,460001,betul
NagrotaSurian_Saknra_DPP (Himachal Pradesh),HP,Nagrota Surian,176028,nagrota surian
Tanakpur_Shardacolony_D (Uttarakhand),UK,Tanakpur,262310,tanakpur
Khed_TulshiCmplx_D (Maharashtra),MH,Khed,415727,khed
Bamra_Govindpur_D (Orissa),OR,Bamra,768224,bamra
Sahebpurkml_Mohnpr_D (Bihar),BR,Sahebpur Kamal,851211,sahebpur kamal
Khalari_Tangar_D (Jharkhand),JH,Khalari-JR,835214,khalari-jr
Pollachi_Srlayout_D (Tamil Nadu),TN,Pollachi,642152,pollachi
Thanjavur_Riyasnagar_D (Tamil Nadu),TN,Thanjavur,614201,thanjavur
Balikuda_Balisahi_D (Orissa),OR,Balikuda,754119,balikuda
Trichy_LingamNgr_D (Tamil Nadu),TN,Tiruchi,620120,tiruchi
Kerur_WardNo2_D (Karnataka),KA,Kerur,587104,kerur
Venjaramoodu_ARStower_D (Kerala),KL,Venjaramoodu,695584,venjaramoodu
Edappal_Vattamkulam_D (Kerala),KL,Edappal,679576,edappal
Tajpur_HsptlRd_D (Bihar),BR,Tajpur,848142,tajpur
Melmaruvathur_IOBank_D (Tamil Nadu),TN,Melmaruvathur,603313,melmaruvathur
Jewar_SJRoad_D (Uttar Pradesh),UP,Jewar,202151,jewar
Mundakayam_Paigna_D (Kerala),KL,Mundakayam,686513,mundakayam
Rona_GadagRD_D (Karnataka),KA,Rona,582202,rona
Halol_DhavalPark_D (Gujarat),GJ,Halol,389352,halol
Ramnthpurm_TnhbBlkC_D (Tamil Nadu),TN,Ramanathapuram,623566,ramanathapuram
Ranaghat_Panthapara_DPP (West Bengal),WB,Ranaghat,741255,ranaghat
Kamareddy_KPRcolony_D (Telangana),TS,Kamareddy,503144,kamareddy
Gondia_Bisen_D (Maharashtra),MH,Gondia,441611,gondia
KhanapurTS_BusStand_DPP (Telangana),TS,Khanapur-TS,504203,khanapur-ts
Sindagi_BandalRd_D (Karnataka),KA,Sindagi,586115,sindagi
Kinwat_Mahurrd_D (Maharashtra),MH,Kinwat,431812,kinwat
Nanded_HarshNager_D (Maharashtra),MH,Nanded,431604,nanded
Yemignur_Gndhingr_D (Andhra Pradesh),AP,Yemmiganur,518462,yemmiganur
Karkala_JodursteJ_D (Karnataka),KA,Karkala,574129,karkala
Bhilwara_RIICOIndArea_D (Rajasthan),RJ,Bhilwara,311012,bhilwara
Kannapuram_Bridge_D (Kerala),KL,Kannapuram,670331,kannapuram
Dubrajpur_Mansayer_D (West Bengal),WB,Dubrajpur,731104,dubrajpur
Jamner_BusStd_D (Maharashtra),MH,Jamner,424208,jamner
Ikauna_Hndutmple_D (Uttar Pradesh),UP,Ikauna,271835,ikauna
Tijara_Ward3_D (Rajasthan),RJ,Tijara,301411,tijara
Chabua_CollgeRD_D (Assam),AS,Chabua,786102,chabua
Nagpur_Khapari_R (Maharashtra),MH,Nagpur,441108,nagpur
Sringeri_Kalmetlu_DPP (Karnataka),KA,Sringeri,577411,sringeri
Bhimavaram_Gunupudi_D (Andhra Pradesh),AP,Bhimavaram,534238,bhimavaram
Belgaum_MahanteshNagar_D (Karnataka),KA,Belgaum,591128,belgaum
Anuppur_Chetnanagar_D (Madhya Pradesh),MP,Anuppur,484220,anuppur
Noida_Sector59_R (Uttar Pradesh),UP,Ghaziabad,201014,ghaziabad
Kota_Indraprastha_D (Rajasthan),RJ,Kota,324005,kota
Cumbum_BhrthiyarNgr_D (Tamil Nadu),TN,Cumbum,625518,cumbum
Chainpur_Bhabhua_D (Bihar),BR,Chainpur,821103,chainpur
Jamjodhpur_SubhashRd_DPP (Gujarat),GJ,Jamjodhpur,360480,jamjodhpur
Kadpadi_GoldenNager_D (Tamil Nadu),TN,Kadpadi,632115,kadpadi
Rourkela_KoelNagar_D (Orissa),OR,Rourkela,769005,rourkela
Aambasa_Natunpalli_D (Tripura),TR,Aambasa,799204,aambasa
Erode_Perundurai_D (Tamil Nadu),TN,Erode,638056,erode
Chodavaram_Devarapalli_DPP (Andhra Pradesh),AP,Chodavaram,531075,chodavaram
Chodavaram_Narasayyapeta_D (Andhra Pradesh),AP,Chodavaram,531023,chodavaram
Kapurthala_GreaterKailsh_D (Punjab),PB,Kapurthala,144803,kapurthala
Didihat_PantGaon_DPP (Uttarakhand),UK,Didihat,262551,didihat
Jamkhed_DaulatCmplex_DPP (Maharashtra),MH,Jamkhed,413201,jamkhed
Bagdogra_Kadopani_D (West Bengal),WB,Bagdogra,734434,bagdogra
Nandura_Qureshinagar_DPP (Maharashtra),MH,Nandura,443404,nandura
Chandpur_NoorpurRd_D (Uttar Pradesh),UP,Chandpur,246737,chandpur
Hyderabad_Gudimalkapur_C (Telangana),TS,Hyderabad,500086,hyderabad
Dhanbad_Jharia_DC (Jharkhand),JH,Dhanbad,828120,dhanbad
Chennai_Guindy_C (Tamil Nadu),TN,Chennai,600041,chennai
Hodel_DC (Haryana),HR,Hodal,121106,hodal
Gwalior_PuraniChhawani_P (Madhya Pradesh),MP,Gwalior,474042,gwalior
Polur_Kanji_D (Tamil Nadu),TN,Polur,606907,polur
Gandhinagar_Randesan_D (Gujarat),GJ,Gandhinagar,382010,gandhinagar
Mangan_Barfok_D (Sikkim),SK,Mangan,737116,mangan
Bakhtiarpur_Raghopur_D (Bihar),BR,Bakhtiarpur,803110,bakhtiarpur
Bankura_KeranDPP_D (West Bengal),WB,Bankura,722136,bankura
Thrissur_Padavarad_D (Kerala),KL,Thrissur,680575,thrissur
Goa_Pernem_D (Goa),GA,Goa,403513,goa
Fatehabad_Bhuna_D (Haryana),HR,Fatehabad,125112,fatehabad
Bhainsa_Pipri_D (Telangana),TS,Bhainsa,504104,bhainsa
Kalyani_AIIMSrd_DPP (West Bengal),WB,Kalyani,741257,kalyani
Kumarganj_Kurebhar_D (Uttar Pradesh),UP,Kumarganj,224132,kumarganj
Lalganj_Nbchowk_D (Bihar),BR,Lalganj-BH,844131,lalganj-bh
Katwa_Ktw_D (West Bengal),WB,Katwa,713518,katwa
Trivandrum_Pettah_D (Kerala),KL,Thiruvananthapuram,695007,thiruvananthapuram
BD_Noakhali_Maizdicourt_D (Chattogram),CA,Noakhali,3809,noakhali
Koppa_Haranduru_D (Karnataka),KA,Koppa-ka,577118,koppa-ka
Phephna_Teekha_DPP (Uttar Pradesh),UP,Phephna,221713,phephna
Mekhliganj_WardNo7_DPP (West Bengal),WB,Mekhliganj,735304,mekhliganj
Nimapara_Nuharakiri_DPP (Orissa),OR,Nimapara,752120,nimapara
Hyderabad_Gudimalkapur_C (Telangana),TS,Hyderabad,500034,hyderabad
Haripad_Thalavady_D (Kerala),KL,Haripad,689573,haripad
BD_Natore_Mokbul_D (Rajshahi),RS,Natore,2410,natore
ChirgaonHP_Sundha_D (Himachal Pradesh),HP,Chirgaon-HP,171214,chirgaon-hp
BD_Dhaka_Banani_P (Dhaka-BD),CA,Laxmipur,3701,laxmipur
Mantada_VenkateswaraTemple_DPP (Andhra Pradesh),AP,Mantada,521250,mantada
Visakhapatnam_Samatanagar_D (Andhra Pradesh),AP,Visakhapatnam,530026,visakhapatnam
Porbandar_Vadiplot_D (Gujarat),GJ,Porbandar,360545,porbandar
Mandapeta_Hospital_D (Andhra Pradesh),AP,Mandapeta,533261,mandapeta
Bundi_Central_D_1 (Rajasthan),RJ,Bundi,323024,bundi
Mathura_Palikheda_D (Uttar Pradesh),UP,Mathura,281308,mathura
